,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
1265,MA010120220805621526,옛기와,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26710,기장군,26710250,기장읍,2671025033,기장읍,2671025033107180000,1,대지,718,,부산광역시 기장군 기장읍 시랑리 718,267103350835,부산광역시 기장군 기장읍 동부산관광9로,15,,2671025033107180000000001,,부산광역시 기장군 기장읍 동부산관광9로 15,619902,46084,,,,129.217513627675,35.1905509252007
1269,MA010120220805625311,신진주활어,,G2,소매,G205,식료품 소매,G20505,수산물 소매업,G47214,"신선, 냉동 및 기타 수산물 소매업",26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600106800002,1,대지,680,2.0,부산광역시 사하구 다대동 680-2,263803134006,부산광역시 사하구 다대동로,20,,2638010600106800002036419,다대씨파크활어회센타,부산광역시 사하구 다대동로 20,604824,49522,,1,,128.97200107451,35.0551618076156
1309,MA010120220805608002,옥이네찬방,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26230,부산진구,26230710,가야1동,2623011000,가야동,2623011000103860000,1,대지,386,,부산광역시 부산진구 가야동 386,262303006020,부산광역시 부산진구 엄광로,264,,2623011000103860020053892,,부산광역시 부산진구 엄광로 264,614805,47334,,1,,129.03897008622,35.1538060195319
1332,MA010120220805644203,뻔뻔한점핑밸런스다이어트,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26530,사상구,26530680,엄궁동,2653010800,엄궁동,2653010800103530002,1,대지,353,2.0,부산광역시 사상구 엄궁동 353-2,265302006002,부산광역시 사상구 낙동대로,734,1.0,2653010800103530002006360,은수장,부산광역시 사상구 낙동대로 734-1,617829,47042,,4,,128.96915390697,35.1267926365805
1335,MA010120220805643097,태양마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26350,해운대구,26350590,반여3동,2635010300,반여동,2635010300116120002,1,대지,1612,2.0,부산광역시 해운대구 반여동 1612-2,263504199174,부산광역시 해운대구 재반로255번길,27,,2635010300116120002021439,영선주택,부산광역시 해운대구 재반로255번길 27,612817,48024,,1,,129.129970959545,35.2001788527866
1339,MA010120220805644276,소담정육마트,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26230,부산진구,26230740,개금1동,2623011100,개금동,2623011100101770017,1,대지,177,17.0,부산광역시 부산진구 개금동 177-17,262304187369,부산광역시 부산진구 복지로13번길,62,,2623011100101770017000695,,부산광역시 부산진구 복지로13번길 62,614813,47328,,1,,129.023779193011,35.1519702880969
1344,MA010120220805643551,삼성건강기능식품,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26260,동래구,26260600,사직3동,2626010900,사직동,2626010900101400008,1,대지,140,8.0,부산광역시 동래구 사직동 140-8,262603130017,부산광역시 동래구 여고북로,160,,2626010900101400008002047,,부산광역시 동래구 여고북로 160,607813,47830,,4,,129.073812119518,35.2018797204017
1349,MA010120220805643911,신앙촌상회,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26470,연제구,26470650,연산1동,2647010200,연산동,2647010200103060020,1,대지,306,20.0,부산광역시 연제구 연산동 306-20,264704211118,부산광역시 연제구 과정로348번길,8,,2647010200103060020003277,,부산광역시 연제구 과정로348번길 8,611811,47559,,1,,129.090668961978,35.1911918854624
1369,MA010120220805645383,신화,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26710,기장군,26710256,정관읍,2671025627,정관읍,2671025627107280000,1,대지,728,,부산광역시 기장군 정관읍 모전리 728,267104220092,부산광역시 기장군 정관읍 모전1길,9,,2671032027107280000000001,정관동일스위트3차,부산광역시 기장군 정관읍 모전1길 9,619747,46008,,2,,129.16455901896,35.337408510258
1387,MA010120220805641055,떡일품,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26110,중구,26110560,부평동,2611012400,부평동2가,2611012400100680001,1,대지,68,1.0,부산광역시 중구 부평동2가 68-1,261104175236,부산광역시 중구 중구로39번길,41,,2611012400100680001007867,,부산광역시 중구 중구로39번길 41,600806,48977,,,,129.025624287472,35.1013140300599
1397,MA010120220805641933,씨유망미중앙,,G2,소매,G204,종합 소매,G20405,편의점,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26500,수영구,26500740,망미1동,2650010100,망미동,2650010100104410027,1,대지,441,27.0,부산광역시 수영구 망미동 441-27,265004214154,부산광역시 수영구 망미배산로18번길,21,,2650010100104410027003519,,부산광역시 수영구 망미배산로18번길 21,613823,48210,,1,,129.106110197085,35.1752055065084
1399,MA010120220805642254,영식품,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26380,사하구,26380510,괴정1동,2638010100,괴정동,2638010100107950003,1,대지,795,3.0,부산광역시 사하구 괴정동 795-3,263803134017,부산광역시 사하구 승학로,215,,2638010100107950003035661,,부산광역시 사하구 승학로 215,604815,49321,,1,,128.988921802767,35.1011051572477
1405,MA010120220805642848,한국마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26170,동구,26170650,범일1동,2617010400,범일동,2617010400114420001,1,대지,1442,1.0,부산광역시 동구 범일동 1442-1,261703125011,부산광역시 동구 망양로,897,,2617010400114420001004827,,부산광역시 동구 망양로 897,601809,48720,,2,,129.049506983881,35.1401762557858
1416,MA010120220805638882,해변슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26200,영도구,26200650,동삼1동,2620012100,동삼동,2620012100200650001,2,산,65,1.0,부산광역시 영도구 동삼동 산65-1,262003128022,부산광역시 영도구 중리남로,2,35.0,2620012100106400003852963,,부산광역시 영도구 중리남로 2-35,606081,49123,,,,129.066116434531,35.0673965052036
1486,MA010120220805649058,뉴참마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26530,사상구,26530591,모라1동,2653010200,모라동,2653010200103340000,1,대지,334,,부산광역시 사상구 모라동 334,265304217186,부산광역시 사상구 백양대로934번길,20,,2653010200103340000001487,삼정그린코아아파트,부산광역시 사상구 백양대로934번길 20,617818,46928,,1,,128.992938198358,35.1889138037842
1517,MA010120220805685300,나이스크림E편한세상,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,"빵류, 과자류 및 당류 소매업",26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2623010400111870000,1,대지,1187,,부산광역시 부산진구 범천동 1187,262303129031,부산광역시 부산진구 신암로,133,,2623010400111870000052957,E편한세상서면더센트럴,부산광역시 부산진구 신암로 133,614831,47348,,2,,129.050066344869,35.1521148914959
1520,MA010120220805685555,오굿찬,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26200,영도구,26200650,동삼1동,2620012100,동삼동,2620012100103170008,1,대지,317,8.0,부산광역시 영도구 동삼동 317-8,262003128009,부산광역시 영도구 동삼로,56,,2620012100103170008025112,한나타워,부산광역시 영도구 동삼로 56,606807,49101,,,,129.07082138336,35.0784242914638
1527,MA010120220805683903,정성반찬,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26260,동래구,26260580,사직1동,2626010900,사직동,2626010900100560020,1,대지,56,20.0,부산광역시 동래구 사직동 56-20,262604190235,부산광역시 동래구 사직북로28번길,112,,2626010900100560020008980,,부산광역시 동래구 사직북로28번길 112,607814,47852,,,,129.064629615982,35.2017444711986
1561,MA010120220805707253,알파상회,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300103450038,1,대지,345,38.0,부산광역시 부산진구 부전동 345-38,262304187399,부산광역시 부산진구 새싹로14번길,77,,2623010300103450038009438,,부산광역시 부산진구 새싹로14번길 77,614843,47252,,1,,129.060359793257,35.1621749211367
1579,MA010120220805697592,태양무역,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26110,중구,26110590,영주1동,2611010100,영주동,2611010100106400021,1,대지,640,21.0,부산광역시 중구 영주동 640-21,261104175039,부산광역시 중구 대영로242번안길,3,10.0,2611010100106400021001772,,부산광역시 중구 대영로242번안길 3-10,600811,48923,,2,,129.036255354703,35.1102015945028
1582,MA010120220805697777,JH한바구니,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26470,연제구,26470660,연산2동,2647010200,연산동,2647010200107750010,1,대지,775,10.0,부산광역시 연제구 연산동 775-10,264703129045,부산광역시 연제구 월드컵대로,19,,2647010200107750010002937,,부산광역시 연제구 월드컵대로 19,611827,47603,,,,129.085563946517,35.1763919297203
1610,MA010120220805695871,제이디컴퍼니,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26410,금정구,26410670,남산동,2641010400,남산동,2641010400109870050,1,대지,987,50.0,부산광역시 금정구 남산동 987-50,264104205119,부산광역시 금정구 남산로37번길,36,,2641010400109870050006462,,부산광역시 금정구 남산로37번길 36,609816,46223,,2,,129.087827047909,35.2654099667254
1657,MA010120220805688516,브로코스,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26170,동구,26170530,초량3동,2617010100,초량동,2617010100111430013,1,대지,1143,13.0,부산광역시 동구 초량동 1143-13,261702000010,부산광역시 동구 중앙대로,319,,2617010100111430013014564,부산YMCA빌딩,부산광역시 동구 중앙대로 319,601836,48792,,9,,129.044817326577,35.1252625999451
1695,MA010120220805726216,감천쫀드기,,G2,소매,G205,식료품 소매,G20507,아이스크림 할인점,G47216,"빵류, 과자류 및 당류 소매업",26,부산광역시,26380,사하구,26380630,감천2동,2638010800,감천동,2638010800100061175,1,대지,6,1175.0,부산광역시 사하구 감천동 6-1175,263803134002,부산광역시 사하구 감내2로,136,,2638010800100061175039162,,부산광역시 사하구 감내2로 136,604800,49364,,2,,129.008814077254,35.0980928281643
1706,MA010120220805735771,우리홀푸드마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26200,영도구,26200650,동삼1동,2620012100,동삼동,2620012100104360000,1,대지,436,,부산광역시 영도구 동삼동 436,262003128020,부산광역시 영도구 절영로,531,,2620012100104360000019055,탑마트,부산광역시 영도구 절영로 531,606808,49108,,,,129.073296326697,35.0739945538629
1707,MA010120220805735799,롯데와인롯데광복점,,G2,소매,G206,음료 소매,G20602,주류 소매업,G47221,음료 소매업,26,부산광역시,26110,중구,26110510,중앙동,2611011000,중앙동7가,2611011000100350000,1,대지,35,,부산광역시 중구 중앙동7가 35,261102000010,부산광역시 중구 중앙대로,2,,2611011000100200001000001,롯데백화점광복점,부산광역시 중구 중앙대로 2,600017,48944,,1,,129.036730232514,35.0983260672492
1714,MA010120220805736344,프로미,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26470,연제구,26470690,연산5동,2647010200,연산동,2647010200107060009,1,대지,706,9.0,부산광역시 연제구 연산동 706-9,264704211341,부산광역시 연제구 월드컵대로91번가길,42,,2647010200107060009000001,흑석푸른마을1,부산광역시 연제구 월드컵대로91번가길 42,611839,47596,,4,,129.080507096625,35.1833417693026
1716,MA010120220805737466,운철과일,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26410,금정구,26410555,금사회동동,2641011200,회동동,2641011200102010004,1,대지,201,4.0,부산광역시 금정구 회동동 201-4,264104205460,부산광역시 금정구 회천로13번길,37,,2641011200102010012035480,팔봉맨션,부산광역시 금정구 회천로13번길 37,609845,46263,,1,,129.114794163517,35.2258555851096
1719,MA010120220805737396,영일상회,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26110,중구,26110545,보수동,2611012200,보수동3가,2611012200100460001,1,대지,46,1.0,부산광역시 중구 보수동3가 46-1,261102006003,부산광역시 중구 보수대로,94,,2611012200100460001005264,보수종합시장,부산광역시 중구 보수대로 94,600083,48966,,1,,129.02183275032,35.1042305376697
